name,state,city,address,lattitude,longitude,type
Woods Cafe Indira Priyadarshani Park,Haryana,ghaziabad,"Indira Priyadarshani Park, Arthla, Mohan Nagar, Ghaziabad, Uttar Pradesh 201001",28.67,77.3982382,6.0
Ansal Plaza Mall,Karnataka,noida,"ANSAL PLAZA MALL SHOPPING COMPLEX, Pari Chowk, Greater Noida, Uttar Pradesh 201310",28.46,77.5080343,6.0
MR Hypermarket,Maharashtra,calicut,"Wayanad Rd, Moozhikkal, Kozhikode, Kerala ",11.29,75.8307817,6.0
Ather Space Siliguri,Delhi,siliguri,"Sevoke Rd, opposite Vishal Cinema Hall, Ward Number 13, Bankim Nagar, Siliguri, West Bengal ",26.73,88.4322712,6.0
Mitraa Super Market,Maharashtra,visakhapatnam,"BRTS Rd, A Zone, Sujatha Nagar, Pendurthi, Visakhapatnam, Andhra Pradesh ",17.79,83.210797,6.0
Patanjali Mega Store Sakkardara,Tamil Nadu,nagpur,"205, Sakkardara Police Chowki Rd, Anand Nagar, Azamshah Layout, Nagpur, Maharashtra",21.12,79.1148607177335,6.0
Patanjali Store Wardhaman Nagar,Rajasthan,nagpur,"36-65, Nagpur - Bhandara - Rajnandgaon - Raipur Hwy, Chapru Nagar, Shashtri Nagar",21.14,79.128434,6.0
"Throttle Shrottle Moto Cafe, Noida",Kerala,noida,"Village rohillapur. Opposite step by step school sector-132, Noida - 201304",28.51,77.3743113,6.0
"Sangeetha Mobiles, HBR Layout",Gujarat,bengaluru,"No 54, 80 Feet Main Road, Next to Muthoot Finance, HBR Layout,",13.02,77.629122,6.0
Hyatt Raipur,Maharashtra,raipur,"National Highway 6, Jivan Vihar, Labhandih, Chhattisgarh ",21.23,81.6840898,6.0
